DATE,E2,Totaal aantal mensen volledig gevaccineerd (opgeteld),Totaal aantal mensen met minstens één dosis (opgeteld),Totaal aantal mensen met een boosterprik (opgeteld)
2022-05-21,418.0,9145867.0,9244126.0,7146008.0
2022-05-22,14.0,9145869.0,9244127.0,7146015.0
2022-05-23,845.0,9145935.0,9244228.0,7146469.0
2022-05-24,7370.0,9146066.0,9244369.0,7147334.0
2022-05-25,7997.0,9146311.0,9244598.0,7148483.0
2022-05-26,309.0,9146313.0,9244599.0,7148499.0
2022-05-27,1315.0,9146418.0,9244681.0,7149414.0
2022-05-28,414.0,9146674.0,9244879.0,7150141.0
2022-05-29,0.0,9146674.0,9244886.0,7150141.0
2022-05-30,8040.0,9146777.0,9244964.0,7150775.0
2022-05-31,18447.0,9146905.0,9245080.0,7151633.0
2022-06-01,18675.0,9147347.0,9245534.0,7153182.0
2022-06-02,15933.0,9147451.0,9245644.0,7153968.0
2022-06-03,9081.0,9147653.0,9245806.0,7155279.0
2022-06-04,2205.0,9147841.0,9245976.0,7156138.0
2022-06-05,470.0,9147841.0,9245977.0,7156147.0
2022-06-06,1297.0,9147842.0,9245982.0,7156210.0
2022-06-07,19338.0,9147948.0,9246065.0,7157215.0
2022-06-08,21423.0,9148185.0,9246245.0,7158345.0
2022-06-09,17446.0,9148299.0,9246317.0,7159085.0
2022-06-10,12316.0,9148468.0,9246447.0,7160373.0
2022-06-11,4373.0,9148719.0,9246618.0,7161300.0
2022-06-12,792.0,9148722.0,9246622.0,7161307.0
2022-06-13,6576.0,9148819.0,9246686.0,7161901.0
2022-06-14,10670.0,9148932.0,9246767.0,7162637.0
2022-06-15,16816.0,9149283.0,9246977.0,7163805.0
2022-06-16,10824.0,9149360.0,9247026.0,7164348.0
2022-06-17,7034.0,9149477.0,9247128.0,7165406.0
2022-06-18,4823.0,9149710.0,9247238.0,7166093.0
2022-06-19,881.0,9149713.0,9247238.0,7166100.0
2022-06-20,4233.0,9149764.0,9247287.0,7166683.0
2022-06-21,6687.0,9149860.0,9247337.0,7167275.0
2022-06-22,11719.0,9150218.0,9247614.0,7168555.0
2022-06-23,8169.0,9150334.0,9247688.0,7169402.0
2022-06-24,4345.0,9150549.0,9247793.0,7170703.0
2022-06-25,1400.0,9150766.0,9247910.0,7171550.0
2022-06-26,13.0,9150766.0,9247911.0,7171551.0
2022-06-27,1623.0,9150811.0,9247941.0,7172137.0
2022-06-28,2051.0,9150876.0,9248007.0,7172723.0
